normalized_form	reading	japanese_text	english_text
屈辱	クツジョク	どうしてそんな屈辱が、我慢ができるのですか。	How can you bear such a humiliation?
警察署	ケイサツショ	泥棒は警察署に連行された。	The thief was marched off to the police station.
七夕	タナバタ	日本の七夕はどう祝うのでしょうか。	How is Tanabata celebrated in Japan?
ストロー	ストロー	ストローに穴は幾つあるでしょう？	How many holes are there in a straw?
分析	ブンセキ	状況をどう分析しますか。	How would you analyze the situation?
国立公園	コクリツコウエン	国立公園内での狩猟は禁止されている。	Hunting is banned in national parks.
欄	ラン	薔薇と欄は私が大好きな花です。	Roses and orchids are my favorite flowers.
さわる	サワッ	もし気にさわったら、ごめん。	I apologize if I hurt your feelings.
素質	ソシツ	私には政治家の素質はありません。	I am not cut out to be a politician.
ラグビー部	ラグビーブ	私はラグビー部に入っています。	I belong to the rugby football club.
訴訟	ソショウ	私はその医者を相手取って訴訟を起こした。	I brought a suit against the doctor.
辞退	ジタイ	私は彼の夕食の誘いを辞退した。	I declined his invitation to dinner.
誘い	サソイ	私は彼の夕食の誘いを辞退した。	I declined his invitation to dinner.
現す	アラワス	お前がここに姿を現すとは、思ってもみなかったよ。	I didn't expect you to turn up here.
同年代	ドウネンダイ	同年代の友達はいないんだ。	I don't have any friends my own age.
事情	ジジョウ	事情は後で説明する。	I will explain the situation to you later on.
持ち方	モチカタ	箸の持ち方が分かりません。	I don't know how to hold chopsticks.
這い上がる	ハイアガッ	何かが私の腕をはい上がってくるのを感じた。	I felt something crawling up my arm.
ハート	ハート	ハート形の石を見つけたよ。	I found a stone shaped like a heart.
丁目	チョウメ	４０丁目で車を降りた。	I got out of the car at 40th Street.
言い合い	イイアイ	お金のことで彼と言い合いになった。	I had a quarrel with him over money.
金銭	キンセン	金銭のことで彼と争いになった。	I had a quarrel with him over money.
切断	セツダン	私は左足を切断してもらうほかなかった。	I had to have my left leg amputated.
植木屋	ウエキヤ	植木屋さんに木を何本か植えてもらった。	I had the gardener plant some trees.
迎える	ムカエル	トムは来年100歳を迎える。	Tom will be a hundred years old next year.
結末	ケツマツ	悲しい結末の物語が好きです。	I like stories that have sad endings.
38	サンジュウハチ	かぜで熱が三十八度あります。	I have a cold and a 38-degree fever.
割引券	ワリビキケン	私、先週貰った割引券があるの。	I have some coupons I got last week.
鈴	スズ	鈴の音が聞こえました。	I heard the sound of a ringing bell.
広々	ヒロビロ	ほんと広々としてるし、この家が気に入ってます。	I like this house. It's quite roomy.
コンビニエンスストア	コンビニエンスストア	私はコンビニエンスストアの近くに住んでいます。	I live close to a convenience store.
スピーカー	スピーカー	パソコン用の新しいスピーカーがいるなぁ。	I need new speakers for my computer.
からすみ	カラスミ	私はその本をすみからすみまで読んだ。	I read the book from cover to cover.
ドッグラン	ドッグラン	昨日ドッグランでトムを見たんだ。	I saw Tom at the dog park yesterday.
一眠り	ヒトネムリ	家に帰ってひと眠りした方がいいな。	I should go home and get some sleep.
シュレッダー	シュレッダー	重要書類をシュレッダーにかけました。	I shredded some important documents.
当たり障り	アタリサワリ	とりあえず、あたりさわりのない話をしておいたよ。	I steered clear of sensitive topics.
錠	ジョウ	ラベルには１回２錠と書いてある。	It says on the label to take two tablets.
引き剥がす	ヒキハガシ	私はアルバムからその写真を引きはがした。	I tore the picture out of the album.
ドレッシング	ドレッシング	サラダのドレッシングはイタリアンがいいです。	I want Italian dressing on my salad.
涙腺	ルイセン	涙腺が詰まっていると言われました。	I was told my tear duct was blocked.
法律上	ホウリツジョウ	法律上の援助を求めてその弁護士のところへ行った。	I went to the lawyer for legal help.
x	x	Xファイルのシーズン４を見たんだ。	I watched the 4th season of X-files.
明細	メイサイ	明細を教えていただけますか。	I'd like you to itemize the charges.
伝票	デンピョウ	すぐに伝票をお持ちします。	I'll bring you the bill immediately.
乗り回す	ノリマワス	私は人が大きな車を乗り回すのに反対だ。	I'm against people driving big cars.
カラント	カラント	カラントジュースを買うよ。	I'm going to buy some currant juice.
物理的	ブツリテキ	私は物理的な利益には関心がない。	I'm not interested in material gain.
雪道	セツドウ	雪道の運転には慣れてないんだ。	I'm not used to driving in the snow.
ドット	ドット	アマゾン・ドット・コムで本を注文しました。	I've ordered a book from Amazon.com.
アマゾン	アマゾン	米アマゾンに本を注文した。	I've ordered a book from Amazon.com.
コム	コム	アマゾン・ドット・コムで本を注文しました。	I've ordered a book from Amazon.com.
警報	ケイホウ	警報が鳴ったら、走らず歩きなさい。	If the alarm rings, walk, don't run.
一難	イチナン	一難去ってまた一難。	If it isn't one thing, it's another.
端金	ハシタガネ	１００ドルなんてはした金さ。	One hundred dollars is just chicken feed.
人材	ジンザイ	はした金では、良い人材は集まらない。	If you pay peanuts, you get monkeys.
宣言	センゲン	１８４７年、彼らは独立を宣言した。	In 1847, they declared independence.
1847	イチハチヨンナナ	１８４７年、彼らは独立を宣言した。	In 1847, they declared independence.
理容室	リヨウシツ	ホテルに理容室はありますか？	Is there a barber shop in the hotel?
フラッシュ	フラッシュ	フラッシュを使ってもいいですか。	Is it all right to use a flash here?
直通便	チョクツウビン	ボストンへの直通便はありますか？	Is there a nonstop flight to Boston?
ノンアルコール	ノンアルコール	これ、本当にノンアルコールビールなんですか？	Is this really a non-alcoholic beer?
ノンアルビール	ノンアルビール	ノンアルビールじゃ、酔わないって。	Non-alcoholic beer won't get you drunk.
建築物	ケンチクブツ	ローマには古代建築物がたくさんある。	Rome has a lot of ancient buildings.
立ち直る	タチナオル	彼女は父親の死から立ち直った。	She got over the shock of her father's death.
軍艦	グンカン	それは大きくて黒いアメリカの軍艦だった。	It was a big black American warship.
子育て	コソダテ	子育てに適した場所ですよ。	It's a good place to raise children.
決定権	ケッテイケン	決定権はお前にあるよ。	It's up to you to decide the matter.
イタリア人	イタリアジン	イタリア人は日に2回しっかりと食事を摂る。	Italians eat a big meal twice a day.
特売	トクバイ	きのうは和牛が特売だった。	Japanese beef was on sale yesterday.
和牛	ワギュウ	きのうは和牛が特売だった。	Japanese beef was on sale yesterday.
見舞う	ミマウ	日本は毎年台風に見舞われる。	Japan is hit by typhoons every year.
